scenario,mode,batch_tokens,hidden_dim,expansion_dim,rank,basis_size,dtype,trials,avg_ms,std_ms,min_ms,max_ms,ci95_ms
ffn,dynamic_ephemeral,8,4096,16384,64,8,float16,3,0.486153985063235,0.02161904061154672,0.4694974049925804,0.5105851218104362,0.02446424747672798
ffn,dynamic_ephemeral,8,8192,32768,16,8,float16,3,0.5254751692215601,0.08387312689295606,0.4472706466913223,0.6140520796179771,0.0949113778832707
ffn,dynamic_ephemeral,8,8192,32768,32,8,float16,3,0.47589590152104694,0.03678811394121663,0.43795257806777954,0.5114082247018814,0.04162966987440249
ffn,dynamic_ephemeral,8,8192,32768,64,8,float16,3,0.7693439101179441,0.10801453695478107,0.6493456661701202,0.8587956428527832,0.12222995509498183
ffn,dynamic_ephemeral,32,2048,8192,16,8,float16,3,0.286639171342055,0.029459523536998437,0.25334935635328293,0.30934251844882965,0.033336589134796965
ffn,dynamic_ephemeral,32,2048,8192,32,8,float16,3,0.3021084393064181,0.026254378241896397,0.2726679667830467,0.3230925649404526,0.029709625796915676
ffn,dynamic_ephemeral,32,2048,8192,64,8,float16,3,0.37147005399068195,0.020017133822786536,0.35099517554044724,0.39099566638469696,0.022651519297941517
ffn,dynamic_ephemeral,32,4096,16384,16,8,float16,3,0.3984004259109497,0.020179477696785516,0.37682894617319107,0.41681602597236633,0.02283522868547653
ffn,dynamic_ephemeral,32,4096,16384,32,8,float16,3,0.518850547571977,0.0858566225069221,0.4684118553996086,0.6179841235280037,0.09715591446752378
ffn,dynamic_ephemeral,32,4096,16384,64,8,float16,3,0.5868380889296532,0.13904749501026797,0.47021694481372833,0.740719772875309,0.15734705300166987
ffn,dynamic_ephemeral,32,8192,32768,16,8,float16,3,0.4333668698867162,0.06342579039615336,0.37137139588594437,0.49813222140073776,0.07177303843121649
